0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
   0.14087,  14.04579,  26.89925,  37.74500,  45.78831,  50.45647,  51.43732,  48.69431,  42.45918,  33.20593,  21.61019,   8.49889,  -5.20634, -18.54852, -30.59540, -40.49813, -47.54651, -51.21864, -51.22180, -47.52102, -40.35137, -30.21039, -17.82836,  -4.11659,   9.90302,  23.18097,  34.72675,  43.68950,  49.42418,  51.53716,  49.90828,  44.69011,  36.28703,  25.31865,  12.57184,  -1.05422, -14.60689, -27.14016, -37.77391, -45.75046, -50.48614, -51.61524, -49.02269, -42.86171, -33.55250, -21.75942,  -8.34568,   5.69194,  19.30316,  31.47062,  41.29343,  48.05846,  51.29257,  50.79194,  46.62799,  39.13215,  28.86352,  16.56393,   3.10467, -10.57148, -23.51019, -34.80525, -43.65622, -49.42174, -51.66614, -50.19586, -45.08216, -36.66585, -25.54119, -12.51728,   1.44161,  15.29237,  27.99855,  38.61578,  46.36764,  50.70418,  51.33846,  48.25930,  41.72219,  32.22159,  20.44938,   7.24362,  -6.46824, -19.72902, -31.61175, -41.27812, -48.03335, -51.37515, -51.03363, -46.99852, -39.52978, -29.14803, -16.60274,  -2.81867,  11.17616,  24.33408,  35.67426,  44.36235,  49.77498,  51.54319,  49.57241,  44.03957,  35.37070,  24.20298,  11.33604,  -2.32350, -15.82110, -28.21437, -38.63220, -46.33088, -50.74520, -51.53141, -48.59876, -42.12546, -32.55559, -20.57408,  -7.05952,   6.98287,  20.50220,  32.48849,  42.05545,  48.51025,  51.40378,  50.55772,  46.06843,  38.28995,  27.80029,  15.35557,   1.83615, -11.81159, -24.63528, -35.73613, -44.32622, -49.78137, -51.68690, -49.87303, -44.43600, -35.74104, -24.40421, -11.25173,   2.74142,  16.52912,  29.07991,  39.46197,  46.91764,  50.92013,  51.20773,  47.79463,  40.95977,  31.21778,  19.27627,   5.98402,  -7.72628, -20.89771, -32.60909, -42.03314, -48.49091, -51.50007, -50.81377, -46.44656, -38.68319, -28.06708, -15.36649,  -1.51894,  12.44212,  25.47159,  36.59900,  45.00708,  50.09450,  51.51715,  49.20598,  43.36215,  34.43295,  23.07274,  10.09345,  -3.59139, -17.02584, -29.27165, -39.46716, -46.88313, -50.97314, -51.41568, -48.14443, -41.36263, -31.53797, -19.37559,  -5.76883,   8.26932,  21.68808,  33.48559,  42.79076,  48.93148,  51.48290,  50.29224,  45.48065,  37.42449,  26.72030,  14.13800,   0.56654, -13.04463
  93.71756,  99.90836, 105.67844, 111.00420, 115.86441, 120.24034, 124.11585, 127.47749, 130.31452, 132.61892, 134.38539, 135.61130, 136.29663, 136.44386, 136.05792, 135.14602, 133.71754, 131.78388, 129.35833, 126.45588, 123.09309, 119.28793, 115.05961, 110.42846, 105.41576, 100.04359,  94.33474,  88.31253,  82.00076,  75.42352,  68.60517,  61.57020,  54.34314,  46.94853,  39.41081,  31.75429,  24.00304,  16.18093,   8.31150,   0.41798,  -7.47678, -15.35029, -23.18052, -30.94584, -38.62510, -46.19761, -53.64317, -60.94210, -68.07521, -75.02383, -81.76985, -88.29569, -94.58430,-100.61924,-106.38460,-111.86507,-117.04595,-121.91312,-126.45312,-130.65309,-134.50087,-137.98493,-141.09446,-143.81938,-146.15034,-148.07877,-149.59689,-150.69777,-151.37533,-151.62442,-151.44083,-150.82132,-149.76369,-148.26682,-146.33072,-143.95657,-141.14675,-137.90496,-134.23619,-130.14682,-125.64467,-120.73903,-115.44069,-109.76204,-103.71705, -97.32132, -90.59214, -83.54842, -76.21079, -68.60153, -60.74457, -52.66547, -44.39135, -35.95082, -27.37392, -18.69199,  -9.93756,  -1.14420,   7.65364,  16.42080,  25.12165,  33.72024,  42.18058,  50.46688,  58.54376,  66.37653,  73.93145,  81.17594,  88.07888,  94.61078, 100.74404, 106.45315, 111.71480, 116.50812, 120.81473, 124.61888, 127.90748, 130.67019, 132.89936, 134.59007, 135.74006, 136.34966, 136.42172, 135.96148, 134.97648, 133.47637, 131.47285, 128.97943, 126.01134, 122.58536, 118.71962, 114.43353, 109.74753, 104.68303,  99.26223,  93.50798,  87.44370,  81.09321,  74.48066,  67.63044,  60.56702,  53.31498,  45.89881,  38.34296,  30.67170,  22.90908,  15.07891,   7.20471,  -0.69036,  -8.58348, -16.45224, -24.27465, -32.02916, -39.69468, -47.25058, -54.67674, -61.95354, -69.06188, -75.98315, -82.69932, -89.19288, -95.44687,-101.44492,-107.17121,-112.61052,-117.74821,-122.57027,-127.06331,-131.21458,-135.01199,-138.44412,-141.50028,-144.17046,-146.44543,-148.31673,-149.77669,-150.81851,-151.43624,-151.62484,-151.38024,-150.69936,-149.58013,-148.02160,-146.02393,-143.58846,-140.71777,-137.41573,-133.68752,-129.53972,-124.98035,-120.01891,-114.66642,-108.93547,-102.84028, -96.39669, -89.62218, -82.53593, -75.15880, -67.51330, -59.62359
  60.79581,  67.78884,  73.72721,  78.51025,  82.05403,  84.29317,  85.18246,  84.69822,  82.83932,  79.62773,  75.10876,  69.35064,  62.44372,  54.49907,  45.64660,  36.03268,  25.81742,  15.17150,   4.27284,  -6.69690, -17.55586, -28.12545, -38.23364, -47.71805, -56.42868, -64.23024, -71.00420, -76.65027, -81.08758, -84.25543, -86.11362, -86.64254, -85.84283, -83.73488, -80.35804, -75.76965, -70.04394, -63.27073, -55.55409, -47.01083, -37.76898, -27.96610, -17.74765,  -7.26515,   3.32562,  13.86656,  24.19922,  34.16682,  43.61640,  52.40093,  60.38148,  67.42948,  73.42881,  78.27795,  81.89199,  84.20448,  85.16907,  84.76086,  82.97745,  79.83953,  75.39113,  69.69922,  62.85297,  54.96236,  46.15630,  36.58033,  26.39389,  15.76714,   4.87771,  -6.09287, -16.96264, -27.55274, -37.69073, -47.21359, -55.97058, -63.82556, -70.65901, -76.36960, -80.87538, -84.11450, -86.04566, -86.64809, -85.92134, -83.88471, -80.57655, -76.05323, -70.38806, -63.67007, -56.00255, -47.50166, -38.29484, -28.51919, -18.31977,  -7.84781,   2.74109,  13.28892,  23.63718,  33.62896,  43.11102,  51.93594,  59.96432,  67.06692,  73.12690,  78.04188,  81.72598,  84.11168,  85.15150,  84.81931,  83.11144,  80.04733,  75.66970,  70.04428,  63.25904,  55.42285,  46.66365,  37.12613,  26.96901,  16.36198,   5.48233,  -5.48852, -16.36856, -26.97866, -37.14594, -46.70680, -55.50974, -63.41776, -70.31039, -76.08525, -80.65931, -83.96959, -85.97364, -86.64959, -85.99585, -84.03067, -80.79136, -76.33332, -70.72898, -64.06651, -56.44847, -47.99033, -38.81897, -29.07100, -18.89106,  -8.43012,   2.15644,  12.71067,  23.07406,  33.08954,  42.60363,  51.46853,  59.54433,  66.70119,  72.82150,  77.80206,  81.55601,  84.01479,  85.12974,  84.87356,  83.24131,  80.25113,  75.94446,  70.38580,  63.66190,  55.88053,  47.16863,  37.67003,  27.54276,  16.95599,   6.08668,  -4.88390, -15.77366, -26.40323, -36.59931, -46.19770, -55.04617, -63.00687, -69.95836, -75.79725, -80.43938, -83.82069, -85.89758, -86.64703, -86.06636, -84.17274, -81.00245, -76.60992, -71.06667, -64.46004, -56.89182, -48.47683, -39.34135, -29.62148, -19.46150,  -9.01204,   1.57169,  12.13184,  22.50987,  32.54860,  42.09427,  50.99872
  84.21495,  90.58061,  96.42136, 101.70478, 106.40200, 110.48784, 113.94094, 116.74384, 118.88307, 120.34912, 121.13649, 121.24363, 120.67289, 119.43045, 117.52619, 114.97361, 111.78964, 107.99454, 103.61168,  98.66738,  93.19074,  87.21340,  80.76938,  73.89485,  66.62790,  59.00839,  51.07766,  42.87837,  34.45428,  25.85002,  17.11090,   8.28269,  -0.58858,  -9.45680, -18.27602, -27.00060, -35.58545, -43.98616, -52.15927, -60.06236, -67.65429, -74.89540, -81.74759, -88.17462, -94.14216, -99.61804,-104.57238,-108.97774,-112.80928,-116.04492,-118.66546,-120.65472,-121.99965,-122.69047,-122.72077,-122.08756,-120.79138,-118.83636,-116.23026,-112.98445,-109.11400,-104.63756, -99.57742, -93.95934, -87.81254, -81.16954, -74.06602, -66.54067, -58.63494, -50.39288, -41.86082, -33.08715, -24.12201, -15.01693,  -5.82456,   3.40172,  12.60814,  21.74094,  30.74668,  39.57269,  48.16736,  56.48053,  64.46384,  72.07107,  79.25839,  85.98471,  92.21193,  97.90515, 103.03288, 107.56723, 111.48405, 114.76302, 117.38776, 119.34587, 120.62892, 121.23248, 121.15607, 120.40307, 118.98068, 116.89977, 114.17477, 110.82355, 106.86721, 102.32993,  97.23882,  91.62367,  85.51679,  78.95279,  71.96840,  64.60219,  56.89445,  48.88691,  40.62252,  32.14532,  23.50013,  14.73241,   5.88802,  -2.98697, -11.84647, -20.64460, -29.33584, -37.87528, -46.21874, -54.32302, -62.14604, -69.64703, -76.78673, -83.52754, -89.83371, -95.67149,-101.00930,-105.81790,-110.07056,-113.74315,-116.81436,-119.26579,-121.08210,-122.25113,-122.76397,-122.61514,-121.80259,-120.32784,-118.19598,-115.41575,-111.99954,-107.96336,-103.32686, -98.11327, -92.34932, -86.06510, -79.29403, -72.07260, -64.44027, -56.43922, -48.11414, -39.51195, -30.68154, -21.67345, -12.53956,  -3.33274,   5.89348,  15.08530,  24.18901,  33.15135,  41.91988,  50.44337,  58.67210,  66.55825,  74.05623,  81.12292,  87.71802,  93.80426,  99.34764, 104.31763, 108.68735, 112.43366, 115.53731, 117.98299, 119.75936, 120.85909, 121.27881, 121.01909, 120.08436, 118.48281, 116.22630, 113.33020, 109.81327, 105.69745, 101.00774,  95.77199,  90.02069,  83.78679,  77.10550,  70.01406,  62.55154,  54.75863,  46.67740,  38.35114,  29.82409,  21.14129
  55.42548,  63.09557,  69.48940,  74.49093,  78.01630,  80.01450,  80.46705,  79.38678,  76.81589,  72.82347,  67.50271,  60.96782,  53.35093,  44.79902,  35.47096,  25.53460,  15.16422,   4.53793,  -6.16458, -16.76428, -27.08480, -36.95450, -46.20832, -54.68978, -62.25281, -68.76379, -74.10346, -78.16901, -80.87609, -82.16090, -81.98216, -80.32304, -77.19278, -72.62807, -66.69401, -59.48437, -51.12127, -41.75393, -31.55658, -20.72531,  -9.47399,   1.97062,  13.37460,  24.50298,  35.12610,  45.02588,  54.00168,  61.87539,  68.49572,  73.74128,  77.52265,  79.78322,  80.49902,  79.67769,  77.35657,  73.60037,  68.49839,  62.16146,  54.71889,  46.31534,  37.10786,  27.26296,  16.95401,   6.35864,  -4.34359, -14.97336, -25.35373, -35.31210, -44.68217, -53.30585, -61.03516, -67.73422, -73.28119, -77.57030, -80.51391, -82.04459, -82.11708, -80.71025, -77.82879, -73.50466, -67.79805, -60.79787, -52.62145, -43.41354, -33.34430, -22.60633, -11.41084,   0.01725,  11.44481,  22.63660,  33.36160,  43.39934,  52.54582,  60.61877,  67.46206,  72.94905,  76.98478,  79.50702,  80.48631,  79.92500,  77.85554,  74.33816,  69.45818,  63.32297,  56.05892,  47.80830,  38.72624,  28.97785,  18.73549,   8.17625,  -2.52048, -13.17519, -23.61039, -33.65261, -43.13433, -51.89593, -59.78757, -66.67117, -72.42236, -76.93249, -80.11068, -81.88591, -82.20900, -81.05460, -78.42287, -74.34105, -68.86448, -62.07715, -54.09163, -45.04810, -35.11256, -24.47405, -13.34092,  -1.93613,   9.50817,  20.75664,  31.57712,  41.74689,  51.05875,  59.32639,  66.38896,  72.11462,  76.40290,  79.18596,  80.42881,  80.12848,  78.31243,  75.03635,  70.38149,  64.45168,  57.37030,  49.27711,  40.32527,  30.67838,  20.50776,   9.98986,  -0.69615, -11.37065, -21.85564, -31.97683, -41.56557, -50.46073, -58.51069, -65.57522, -71.52747, -76.25597, -79.66667, -81.68502, -82.25798, -81.35600, -78.97480, -75.13690, -69.89280, -63.32160, -55.53105, -46.65671, -36.86037, -26.32738, -15.26309,  -3.88835,   7.56583,  18.86425,  29.77371,  40.06948,  49.54130,  57.99896,  65.27699,  71.23840,  75.77725,  78.82013,  80.32645,  80.28790,  78.72688,  75.69447,  71.26775,  65.54693,  58.65227,  50.72097,  41.90410,  32.36370
  85.32927,  91.63939,  97.43840, 102.69475, 107.38018, 111.46995, 114.94290, 117.78160, 119.97243, 121.50557, 122.37508, 122.57882, 122.11845, 120.99933, 119.23044, 116.82426, 113.79664, 110.16662, 105.95630, 101.19063,  95.89724,  90.10623,  83.84995,  77.16282,  70.08109,  62.64266,  54.88683,  46.85412,  38.58605,  30.12492,  21.51364,  12.79550,   4.01401,  -4.78730, -13.56508, -22.27630, -30.87844, -39.32967, -47.58897, -55.61632, -63.37286, -70.82097, -77.92450, -84.64886, -90.96115, -96.83030,-102.22720,-107.12483,-111.49835,-115.32526,-118.58544,-121.26134,-123.33801,-124.80324,-125.64762,-125.86463,-125.45071,-124.40535,-122.73108,-120.43360,-117.52172,-114.00746,-109.90597,-105.23560,-100.01780, -94.27711, -88.04107, -81.34015, -74.20760, -66.67937, -58.79393, -50.59205, -42.11669, -33.41269, -24.52658, -15.50628,  -6.40085,   2.73982,  11.86533,  20.92507,  29.86858,  38.64586,  47.20773,  55.50614,  63.49451,  71.12806,  78.36408,  85.16226,  91.48495,  97.29738, 102.56791, 107.26820, 111.37341, 114.86229, 117.71733, 119.92478, 121.47476, 122.36120, 122.58189, 122.13837, 121.03593, 119.28344, 116.89330, 113.88127, 110.26632, 106.07048, 101.31862,  96.03830,  90.25957,  84.01471,  77.33810,  70.26596,  62.83613,  55.08788,  47.06171,  38.79911,  30.34236,  21.73437,  13.01841,   4.23800,  -4.56335, -13.34227, -22.05571, -30.66115, -39.11673, -47.38142, -55.41517, -63.17906, -70.63548, -77.74823, -84.48265, -90.80582, -96.68662,-102.09589,-107.00655,-111.39370,-115.23478,-118.50962,-121.20059,-123.29268,-124.77361,-125.63388,-125.86692,-125.46908,-124.43978,-122.78146,-120.49975,-117.60338,-114.10427,-110.01752,-105.36138,-100.15723, -94.42952, -88.20572, -81.51623, -74.39423, -66.87561, -58.99876, -50.80442, -42.33548, -33.63673, -24.75466, -15.73717,  -6.63329,   2.50711,  11.63363,  20.69567,  29.64276,  38.42489,  46.99284,  55.29855,  63.29537,  70.93849,  78.18514,  84.99495,  91.33019,  97.15601, 102.44070, 107.15583, 111.27647, 114.78127, 117.65263, 119.87671, 121.44352, 122.34690, 122.58453, 122.15787, 121.07210, 119.33602, 116.96193, 113.96551, 110.36566, 106.18430, 101.44627,  96.17904,  90.41260,  84.17919,  77.51313,  70.45060,  63.02939
  65.16416,  72.34121,  78.61840,  83.92586,  88.20700,  91.41876,  93.53169,  94.52986,  94.41056,  93.18393,  90.87244,  87.51028,  83.14271,  77.82531,  71.62323,  64.61040,  56.86870,  48.48711,  39.56090,  30.19071,  20.48170,  10.54264,   0.48499,  -9.57808, -19.53262, -29.26498, -38.66280, -47.61613, -56.01855, -63.76834, -70.76967, -76.93380, -82.18028, -86.43823, -89.64742, -91.75947, -92.73884, -92.56374, -91.22692, -88.73625, -85.11502, -80.40209, -74.65171, -67.93301, -60.32926, -51.93678, -42.86357, -33.22770, -23.15542, -12.77915,  -2.23535,   8.33774,  18.80231,  29.02314,  38.86968,  48.21794,  56.95219,  64.96648,  72.16585,  78.46735,  83.80078,  88.10918,  91.34915,  93.49088,  94.51809,  94.42774,  93.22964,  90.94594,  87.61055,  83.26843,  77.97492,  71.79492,  64.80215,  57.07828,  48.71214,  39.79882,  30.43884,  20.73727,  10.80279,   0.74679,  -9.31757, -19.27638, -29.01594, -38.42385, -47.39009, -55.80813, -63.57611, -70.59804, -76.78497, -82.05623, -86.34066, -89.57776, -91.71881, -92.72793, -92.58297, -91.27630, -88.81537, -85.22308, -80.53789, -74.81364, -68.11909, -60.53717, -52.16385, -43.10688, -33.48405, -23.42145, -13.05137,  -2.51018,   8.06390,  18.53302,  28.76186,  38.61972,  47.98242,  56.73401,  64.76825,  71.98989,  78.31565,  83.67500,  88.01064,  91.27879,  93.44931,  94.50556,  94.44417,  93.27461,  91.01874,  87.71014,  83.39352,  78.12393,  71.96607,  64.99340,  57.28743,  48.93679,  40.03643,  30.68675,  20.99269,  11.06286,   1.00859,  -9.05700, -19.01999, -28.76667, -38.18460, -47.16368, -55.59727, -63.38338, -70.42584, -76.63552, -81.93151, -86.24238, -89.50736, -91.67739, -92.71625, -92.60143, -91.32490, -88.89373, -85.33040, -80.67298, -74.97491, -68.30458, -60.74454, -52.39047, -43.34980, -33.74011, -23.68728, -13.32347,  -2.78497,   7.79000,  18.26357,  28.50033,  38.36943,  47.74649,  56.51534,  64.56947,  71.81332,  78.16330,  83.54854,  87.91137,  91.20769,  93.40699,  94.49228,  94.45985,  93.31886,  91.09082,  87.80905,  83.51796,  78.27235,  72.13666,  65.18416,  57.49614,  49.16107,  40.27374,  30.93442,  21.24795,  11.32284,   1.27038,  -8.79635, -18.76345, -28.51718, -37.94506, -46.93690, -55.38597
  54.78635,  62.31060,  68.53063,  73.32603,  76.60474,  78.30389,  78.39035,  76.86106,  73.74319,  69.09407,  63.00089,  55.58018,  46.97682,  37.36269,  26.93476,  15.91245,   4.53430,  -6.94627, -18.26604, -29.15801, -39.35816, -48.61293, -56.68695, -63.37086, -68.48866, -71.90425, -73.52659, -73.31323, -71.27184, -67.45977, -61.98152, -54.98447, -46.65316, -37.20245, -26.87020, -15.90964,  -4.58205,   6.85018,  18.12975,  29.00988,  39.25893,  48.66417,  57.03488,  64.20469,  70.03347,  74.40871,  77.24652,  78.49238,  78.12164,  76.13976,  72.58243,  67.51546,  61.03440,  53.26389,  44.35660,  34.49171,  23.87283,  12.72515,   1.29187, -10.17025, -21.39629, -32.11936, -42.07763, -51.02188, -58.72330, -64.98123, -69.63033, -72.54677, -73.65294, -72.92047, -70.37122, -66.07616, -60.15242, -52.75850, -44.08822, -34.36371, -23.82791, -12.73708,  -1.35347,  10.06135,  21.25256,  31.97722,  42.00867,  51.14012,  59.18751,  65.99170,  71.42025,  75.36863,  77.76120,  78.55181,  77.72430,  75.29267,  71.30113,  65.82394,  58.96494,  50.85681,  41.65988,  31.56048,  20.76862,   9.51499,  -1.95291, -13.37542, -24.48640, -35.01966, -44.71613, -53.33157, -60.64435, -66.46309, -70.63359, -73.04466, -73.63239, -72.38258, -69.33113, -64.56246, -58.20590, -50.43060, -41.43911, -31.46020, -20.74134,  -9.54119,   1.87755,  13.25463,  24.33809,  34.88918,  44.68653,  53.52950,  61.24086,  67.66887,  72.68885,  76.20435,  78.14799,  78.48206,  77.19890,  74.32104,  69.90122,  64.02208,  56.79573,  48.36277,  38.89108,  28.57393,  17.62750,   6.28767,  -5.19411, -16.55576, -27.53042, -37.85316, -47.26832, -55.53723, -62.44606, -67.81328, -71.49629, -73.39689, -73.46505, -71.70075, -68.15387, -62.92192, -56.14607, -48.00559, -38.71117, -28.49764, -17.61638,  -6.32789,   5.10519,  16.42441,  27.38106,  37.74092,  47.28816,  55.82851,  63.19174,  69.23362,  73.83734,  76.91457,  78.40628,  78.28320,  76.54618,  73.22630,  68.38478,  62.11265,  54.53015,  45.78576,  36.05473,  25.53708,  14.45492,   3.04897,  -8.42577, -19.70523, -30.52240, -40.61420, -49.72897, -57.63426, -64.12464, -69.02893, -72.21660, -73.60273, -73.15131, -70.87653, -66.84200, -61.15807, -53.97726, -45.48843
  75.21989,  81.61959,  87.35064,  92.36246,  96.60974, 100.05293, 102.65863, 104.40008, 105.25746, 105.21829, 104.27766, 102.43850,  99.71169,  96.11616,  91.67889,  86.43480,  80.42653,  73.70421,  66.32504,  58.35280,  49.85728,  40.91360,  31.60148,  22.00443,  12.20883,   2.30304,  -7.62354, -17.48143, -27.18206, -36.63868, -45.76724, -54.48730, -62.72275, -70.40260, -77.46156, -83.84061, -89.48748, -94.35700, -98.41139,-101.62043,-103.96159,-105.42006,-105.98868,-105.66781,-104.46521,-102.39576, -99.48120, -95.74981, -91.23608, -85.98030, -80.02820, -73.43050, -66.24248, -58.52357, -50.33685, -41.74864, -32.82800, -23.64627, -14.27661,  -4.79351,   4.72768,  14.21126,  23.58161,  32.76376,  41.68382,  50.26954,  58.45077,  66.15998,  73.33277,  79.90841,  85.83030,  91.04648,  95.51014,  99.18008, 102.02116, 104.00473, 105.10902, 105.31946, 104.62903, 103.03846, 100.55642,  97.19960,  92.99276,  87.96861,  82.16768,  75.63808,  68.43506,  60.62065,  52.26302,  43.43589,  34.21780,  24.69126,  14.94196,   5.05782,  -4.87197, -14.75786, -24.51092, -34.04381, -43.27164, -52.11289, -60.49017, -68.33100, -75.56845, -82.14171, -87.99660, -93.08595, -97.36989,-100.81610,-103.39992,-105.10438,-105.92021,-105.84571,-104.88660,-103.05581,-100.37321, -96.86529, -92.56486, -87.51065, -81.74690, -75.32300, -68.29300, -60.71524, -52.65182, -44.16821, -35.33275, -26.21621, -16.89128,  -7.43214,   2.08607,  11.58767,  20.99699,  30.23883,  39.23895,  47.92458,  56.22495,  64.07174,  71.39965,  78.14686,  84.25558,  89.67251,  94.34938,  98.24337, 101.31762, 103.54163, 104.89169, 105.35121, 104.91104, 103.56973, 101.33374,  98.21754,  94.24364,  89.44255,  83.85268,  77.52005,  70.49796,  62.84663,  54.63258,  45.92806,  36.81034,  27.36092,  17.66471,   7.80908,  -2.11703, -12.02405, -21.82282, -31.42543, -40.74625, -49.70272, -58.21624, -66.21290, -73.62415, -80.38745, -86.44673, -91.75282, -96.26383, -99.94531,-102.77047,-104.72022,-105.78314,-105.95545,-105.24083,-103.65023,-101.20162, -97.91971, -93.83557, -88.98632, -83.41473, -77.16879, -70.30132, -62.86949, -54.93441, -46.56067, -37.81585, -28.77010, -19.49562, -10.06622,  -0.55683,   8.95698,  18.39948,  27.69528
  60.52359,  67.68960,  73.79513,  78.74398,  82.45815,  84.87911,  85.96879,  85.71016,  84.10752,  81.18642,  76.99321,  71.59429,  65.07494,  57.53799,  49.10205,  39.89967,  30.07508,  19.78198,   9.18104,  -1.56264, -12.28208, -22.81105, -32.98660, -42.65155, -51.65688, -59.86394, -67.14658, -73.39295, -78.50722, -82.41094, -85.04421, -86.36659, -86.35767, -85.01735, -82.36595, -78.44380, -73.31079, -67.04541, -59.74366, -51.51764, -42.49389, -32.81149, -22.61999, -12.07718,  -1.34659,   9.40493,  20.00985,  30.30262,  40.12219,  49.31468,  57.73578,  65.25309,  71.74830,  77.11909,  81.28081,  84.16787,  85.73481,  85.95707,  84.83134,  82.37564,  78.62898,  73.65071,  67.51955,  60.33225,  52.20203,  43.25668,  33.63654,  23.49222,  12.98218,   2.27024,  -8.47699, -19.09272, -29.41254, -39.27693, -48.53370, -57.04026, -64.66579, -71.29314, -76.82060, -81.16338, -84.25485, -86.04758, -86.51394, -85.64660, -83.45862, -79.98325, -75.27350, -69.40135, -62.45672, -54.54613, -45.79120, -36.32676, -26.29890, -15.86272,  -5.18000,   5.58329,  16.25957,  26.68229,  36.68849,  46.12144,  54.83316,  62.68675,  69.55864,  75.34061,  79.94155,  83.28892,  85.33001,  86.03275,  85.38622,  83.40087,  80.10829,  75.56068,  69.83000,  63.00675,  55.19846,  46.52797,  37.13141,  27.15599,  16.75766,   6.09863,  -4.65520, -15.33680, -25.78062, -35.82512, -45.31522, -54.10467, -62.05821, -69.05362, -74.98349, -79.75687, -83.30052, -85.56007, -86.50079, -86.10809, -84.38776, -81.36590, -77.08856, -71.62106, -65.04707, -57.46737, -48.99838, -39.77046, -29.92593, -19.61694,  -9.00317,   1.75060,  12.47709,  23.00905,  33.18196,  42.83659,  51.82154,  59.99570,  67.23053,  73.41211,  78.44304,  82.24404,  84.75520,  85.93703,  85.77103,  84.26004,  81.42817,  77.32037,  72.00166,  65.55611,  58.08537,  49.70704,  40.55276,  30.76605,  20.50004,   9.91499,  -0.82423, -11.55067, -22.09797, -32.30288, -42.00773, -51.06289, -59.32892, -66.67874, -72.99948, -78.19415, -82.18307, -84.90505, -86.31827, -86.40094, -85.15157, -82.58908, -78.75244, -73.70022, -67.50967, -60.27564, -52.10916, -43.13583, -33.49396, -23.33244, -12.80856,  -2.08555,   8.66989,  19.29021,  29.60960,  39.46667
