0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
50.99962,49.0321,43.39306,34.51384,23.07057,9.92515,-3.9472,-17.53543,-29.86777,-40.07872,-47.46412,-51.52268,-51.98333,-48.81887,-42.24632,-32.71439,-20.87813,-7.56082,6.29653,19.69693,31.6578,41.28567,47.84896,50.8412,50.02726,45.46597,37.50595,26.75469,14.02506,0.2661,-13.51381,-26.32349,-37.25888,-45.56199,-50.66663,-52.22999,-50.15047,-44.57193,-35.87508,-24.65597,-11.69175,2.10615,15.75056,28.24677,38.66645,46.22175,50.33232,50.67736,47.22595,40.24113,30.25676,18.03034,4.47761,-9.40276,-22.60661,-34.19675,-43.36552,-49.48473,-52.14147,-51.16012,-46.61059,-38.80361,-28.27312,-15.74583,-2.09823,11.69863,24.64469,35.78357,44.27741,49.47673,50.97789,48.6606,42.70017,33.5525,21.91364,8.6591,-5.22931,-18.74112,-30.91172,-40.8884,-47.98423,-51.71823,-51.84148,-48.34952,-41.4815,-31.70644,-19.6967,-6.28873,7.56852,20.87635,32.65726,42.02977,48.28063,50.92682,49.7598,44.86578,36.61895,25.6483,12.78237,-1.02107,-14.75206,-27.4247,-38.14613,-46.17438,-50.96275,-52.19021,-49.77781,-43.89187,-34.93406,-23.51879,-10.43776,3.38797,16.96758,29.30932,39.49478,46.75265,50.52464,50.51583,46.7227,39.43467,29.20857,16.81945,3.19398,-10.66548,-23.75802,-35.15597,-44.06638,-49.87964,-52.20405,-50.8865,-46.01956,-37.93549,-27.18749,-14.51813,-0.81509,12.94499,25.76297,36.69032,44.90374,49.77433,50.92339,48.25783,41.97992,32.56979,20.74285,7.38762,-6.50818,-19.93528,-31.93683,-41.67336,-48.4755,-51.8828,-51.66862,-47.85122,-40.69175,-30.67931,-18.50325,-5.01278,8.83582,22.04269,33.63607,42.74708,48.68136,50.97971,49.46036,44.23681,35.70857,24.52565,11.53164,-2.3076,-15.98123,-28.50917,-39.01028,-46.75897,-51.22834,-52.11921,-49.37537,-43.18546,-33.97195,-22.36731,-9.17737,4.66771,18.174,30.35338,40.298,47.25363,50.6845,50.32181,46.18945,38.60299,28.14182,15.59797,1.90835,-11.9216,-24.89488,-36.09386,-44.74068,-50.24463,-52.23539,-50.58244
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.19229,40.68328,37.74504,31.16687,22.52437,12.84274,2.72954,-7.460660000000002,-17.51867,-27.31888,-36.78472,-45.86894,-54.54226,-62.78648000000001,-70.59031999999998,-77.94683,-84.85165,-91.30195,-97.29564,-102.83092,-107.90588,-112.51825,-116.66523,-120.34331,-123.54816,-126.27449,-128.51599,-130.26516,-131.51323,-132.25001,-132.46375,-132.14096999999998,-131.26625,-129.82203,-127.78831,-125.14235,-121.8583,-117.90678,-113.25436,-107.86303,-101.68962,-94.68522,-86.79475,-77.95706,-68.10614,-57.175,-45.10561,-31.8725,-17.53731,-2.37107,12.89539,26.69681,36.60421,40.62964,38.889,33.04863,24.80373,15.31091,5.26446,-4.93041,-15.035520000000002,-24.9085,-34.46283,-43.6453,-52.4229,-60.77516,-68.68937,-76.15768,-83.17522,-89.73885,-95.84636,-101.4959,-106.68562,-111.41337,-115.67648,-119.47164,-122.79473,-125.64072,-128.00356000000002,-129.87604,-131.24974,-132.11482,-132.45994,-132.27207,-131.53628,-130.23559,-128.35061000000002,-125.85933,-122.73671000000002,-118.95428,-114.47967,-109.27608,-103.30166,-96.50898,-88.84451999999997,-80.24858,-70.65614000000002,-59.99985,-48.21796,-35.27344,-21.19834,-6.1942900000000005,9.15471,23.52327,34.63944,40.21086,39.77986,34.78443,27.00803,17.746129999999994,7.790939999999999,-2.39418,-12.53775,-22.47824,-32.11783,-41.39653,-50.27717,-58.73669,-66.76079,-74.34062,-81.47068,-88.14751,-94.36871,-100.1324,-105.43675,-110.2797,-114.65874,-118.57073,-122.01175,-124.97702,-127.46074,-129.45602,-130.95474,-131.94742,-132.42311999999998,-132.36923000000002,-131.77133,-130.61296000000002,-128.87537,-126.53722,-123.57426,-119.95893,-115.65986,-110.6414,-104.86303999999998,-98.27877,-90.83662,-82.4784,-73.14024,-62.75489,-51.25802,-38.60362,-24.80012,-9.99258,5.35861,20.14958,32.32069,39.40988,40.38724000000001,36.35086,29.1228,20.13993,10.30405,0.14512,-10.02713,-20.02919,-29.750390000000003,-39.12305,-48.10532,-56.67124,-64.80469000000001,-72.49569,-79.73806,-86.52794,-92.86272,-98.74044,-104.15929,-109.1173,-113.61207,-117.64064,-121.1993,-124.28349,-126.88768,-129.00524,-130.62839,-131.74799,-132.35349,-132.43268999999998,-131.97167,-130.95447,-129.36293999999998,-127.17642,-124.37142,-120.92123,-116.7955,-111.95968,-106.37453,-99.99546,-92.77201,-84.64754
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.25889000000001,65.473,61.03164,55.29121,48.59141,41.21481,33.37892,25.2441,16.92595,8.50685,0.04523,-8.41757,-16.85237,-25.23869,-33.56222,-41.81314,-49.98487,-58.07316,-66.07547,-73.99053,-81.81795,-89.55802,-97.21154,-104.7796,-112.26358,-119.665,-126.98551,-134.22682,-141.39068,-148.47884,-155.49305,-162.43505,-169.30656000000005,-176.10923,-182.84469,-189.51454,-196.12032,-202.66352,-209.14559,-215.56792,-221.93188,-228.23877,-234.48986,-240.68636,-246.82947,-252.92031,-258.95998,-264.94956,-270.89006,-276.78247000000005,-282.62776,-288.42684,-294.1806200000001,-299.8899600000001,-305.55569,-311.17862,-316.75954,-322.29921,-327.79835,-333.25768,-338.67789,-344.05965,-349.40361,-354.71038,-359.98059,-365.21482,-370.41364,-375.57763,-380.7073,-385.8032,-390.86583,-395.89569,-400.89326,-405.85902,-410.79342,-415.6969,-420.56991,-425.41286,-430.22617,-435.01023,-439.76543,-444.49217,-449.1908,-453.8617,-458.50521,-463.12168,-467.71145,-472.27484,-476.81218,-481.32378,-485.80995,-490.27099,-494.70719,-499.11883,-503.50619000000006,-507.86956,-512.20919,-516.52536,-520.8183,-525.08829,-529.33555,-533.56034,-537.7628900000002,-541.9434200000002,-546.10217,-550.2393599999998,-554.3552,-558.4499,-562.52368,-566.5767400000002,-570.60928,-574.6215,-578.61358,-582.58572,-586.53811,-590.47092,-594.3843400000002,-598.27854,-602.15369,-606.0099700000002,-609.84754,-613.66655,-617.4671900000002,-621.24959,-625.01392,-628.76032,-632.4889599999998,-636.19997,-639.8935,-643.56969,-647.2286799999998,-650.8706099999998,-654.49562,-658.10383,-661.69538,-665.2704,-668.8290099999998,-672.37134,-675.89751,-679.40764,-682.9018599999998,-686.38027,-689.8430000000001,-693.29015,-696.72184,-700.13818,-703.53928,-706.92524,-710.2961700000002,-713.6521799999998,-716.9933599999998,-720.31982,-723.63165,-726.92895,-730.21183,-733.48037,-736.73466,-739.9748099999998,-743.2009,-746.4130299999998,-749.61127,-752.7957200000002,-755.96646,-759.12359,-762.26717,-765.39731,-768.5140700000002,-771.61753,-774.70779,-777.78491,-780.84897,-783.9000599999998,-786.9382400000002,-789.9635900000002,-792.97618,-795.97609,-798.96338,-801.9381400000002,-804.90042,-807.8503,-810.7878400000002,-813.71312,-816.6261900000002,-819.5271299999998,-822.416,-825.29286,-828.15778,-831.01082,-833.85204,-836.6815,-839.4992699999998,-842.30539,-845.0999400000002,-847.8829699999999,-850.65453,-853.4146900000002,-856.1635,-858.9010099999998,-861.62728,-864.34237
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123.52175,116.63129,109.54056,102.25255,94.77107,87.10088,79.24789,71.21928,63.02376999999999,54.67181,46.17588,37.55074000000001,28.81383,19.98558,11.08983,2.15424,-6.78932,-15.70431,-24.54922,-33.27724,-41.83616,-50.16839,-58.21134,-65.89808000000001,-73.15841999999998,-79.92052,-86.11286,-91.6667,-96.51875,-100.6139,-103.90779,-106.36886,-107.97974,-108.73772,-108.65435,-107.75425,-106.07323,-103.65606,-100.55406,-96.82278,-92.51989,-87.70339,-82.43015,-76.75492,-70.72953000000003,-64.40243000000001,-57.81848000000001,-51.01886,-44.04111,-36.91929,-29.68419,-22.36353,-14.9822,-7.5625399999999985,-0.12455,7.31389,14.73676,22.12977,29.48012,36.7764,44.00836,51.16687,58.24372,65.23159,72.12389,78.91471999999997,85.59877,92.17126,98.62791,104.96484,111.17855,117.26588,123.22396,129.0502,134.74223,140.2979,145.71524,150.99244,156.12785,161.11995,165.96731,170.66863,175.22269,179.62833999999995,183.8845,187.99016,191.94435,195.74614,199.39465,202.88903,206.22844,209.41207,212.43914,215.30886,218.02046,220.57316,222.96621,225.19882,227.27023,229.17966,230.92631,232.50938,233.92807,235.18153,236.26893,237.1894,237.94205,238.52598,238.94027000000003,239.18396,239.25608,239.15562000000003,238.88158,238.43289,237.80848,237.00726,236.02808,234.86979,233.53122,232.01116,230.30837,228.42161,226.34959,224.09102,221.64459,219.00898,216.18283,213.16481,209.95356,206.54775,202.94603,199.14708,195.14962,190.95239,186.5542,181.95389,177.15042,172.14283,166.93028,161.5121,155.88779,150.05706,144.0199,137.77658,131.32775,124.67448,117.81835,110.76152,103.50684,96.05798,88.41953000000002,80.59718000000002,72.59789,64.43011,56.10396,47.63155,39.02725,30.30801,21.49372,12.60762,3.67667,-5.2679800000000006,-14.19063,-23.05062,-31.80208,-40.3937,-48.76881,-56.86561999999999,-64.61787,-71.95584000000002,-78.80783000000002,-85.10212,-90.76929,-95.74494,-99.97238,-103.40526,-106.00971,-107.7659,-108.66862,-108.72705,-107.96372,-106.41268,-104.11733,-101.12806,-97.49986,-93.29016,-88.55700999999998,-83.35758,-77.74703000000002,-71.77772,-65.49871,-58.95547,-52.18981,-45.23988,-38.14033,-30.92247,-23.61454,-16.2419,-8.82729,-1.3911
94.89641,99.66405,104.07695,108.12418,111.79422,115.07491,117.95319,120.41499,122.445,124.02651000000002,125.14115,125.76866,125.88658,125.46992,124.49073,122.91766,120.71537,117.84388,114.25778,109.90531,104.72733,98.65617,91.61455,83.51483,74.25944,63.74405,51.86757,38.55755,23.82956,7.915139999999999,-8.50407,-24.02644,-36.65048,-44.75151,-48.06666,-47.44362,-44.00144,-38.67008,-32.11291,-24.78117,-16.9802,-8.91917,-0.74403,7.441210000000001,15.5609,23.5588,31.39224,39.02816,46.44034,53.60752,60.51199,67.13863,73.47417,79.50659,85.22474,90.61796,95.67582,100.38788,104.74351,108.73167,112.34078,115.55851,118.37168,120.76603,122.72604,124.23474,125.2735,125.82173,125.85657,125.35261,124.28138,122.61094,120.30527,117.32357,113.6195,109.1402,103.82524,97.6055,90.40209,82.12572,72.67741,61.95243000000001,49.85195,36.31225,21.37226,5.31639,-11.07488,-26.27698,-38.26327,-45.58407,-48.20149,-47.05842,-43.26149,-37.69766,-30.99196,-23.56838,-15.71416,-7.6266,0.55619,8.73546,16.83914,24.81348,32.61756,40.21956,47.59416,54.72074,61.58207,68.16336,74.45156999999998,80.43485,86.10213,91.44283,96.44652,101.10275,105.40082,109.32962,112.87748,116.03193,118.77964,121.10614,122.99572,124.43116,125.39352,125.86188,125.81299999999999,125.22102,124.05695,122.28824,119.87816,116.7851,112.96173,108.35407,102.90039,96.53008,89.16263000000002,80.7071,71.06322,60.12611,47.79989000000001,34.031209999999994,18.88584,2.70753,-13.61709,-28.44528,-39.75515,-46.2961,-48.24144,-46.60693,-42.4776,-36.6969,-29.85322,-22.34494,-14.442379999999998,-6.33172,1.85626,10.02776,18.11409,26.06385,33.83778,41.40522,48.74173,55.82728,62.6451,69.18070999999999,75.42129,81.35514,86.9713,92.25922,97.20847,101.80859,106.04883,109.91799,113.40428,116.49511,119.17699,121.43525,123.25397,124.61566,125.5011,125.88901,125.75577,125.07504,123.81731,121.94941,119.43387,116.22825,112.28422,107.54665,101.95248,95.42958,87.89579,79.25856999999998,69.41644000000001,58.26471,45.71126,31.71495,16.3723,0.09328,-16.1227,-30.52322
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.80943,110.69986000000002,117.28664,123.55559,129.49447,135.09304,140.34304,145.23815,149.77395,153.94781,157.7588,161.20754,164.29613999999995,167.02798,169.40762,171.44066,173.13358,174.49365,175.52875,176.24732,176.65821,176.77061,176.59395,176.1378,175.41188,174.42588999999995,173.18955,171.71253000000004,170.00436000000005,168.07449,165.93219,163.58655,161.04648,158.32068999999996,155.41766,152.34564,149.11268,145.72658,142.19492,138.52504,134.72406,130.79888,126.75616,122.60238,118.34378999999998,113.98642,109.53613,104.99858,100.37924,95.6834,90.91618,86.08254000000002,81.18728,76.23504,71.23031,66.17746,61.0807,55.94413,50.77172,45.56731,40.33466,35.07739,29.79904,24.50304,19.19273,13.87136,8.5421,3.20805,-2.12778,-7.462460000000001,-12.7931,-18.1169,-23.43111,-28.733040000000006,-34.02005,-39.28957,-44.53905,-49.766000000000005,-54.96798,-60.14259000000001,-65.28745,-70.40023000000002,-75.47863000000002,-80.52039,-85.52326,-90.48504,-95.40352,-100.27654,-105.10196,-109.87764,-114.60148,-119.27137,-123.88523,-128.44099,-132.93657,-137.36994,-141.73901999999995,-146.04179,-150.27618,-154.44018,-158.53172,-162.54877,-166.48928999999995,-170.35121999999996,-174.13251,-177.83109,-181.44491,-184.97186,-188.40987,-191.75683,-195.01062,-198.16911,-201.23016,-204.19159,-207.05123,-209.80687000000003,-212.45628,-214.99723,-217.42744,-219.74462000000003,-221.94646,-224.03061,-225.9947,-227.83633,-229.55309,-231.1425,-232.6021,-233.92937,-235.12175,-236.17668,-237.09154,-237.8637,-238.49048,-238.96919,-239.2971,-239.47143,-239.4894,-239.3482,-239.04497,-238.57685,-237.94095,-237.13436,-236.15415,-234.99739,-233.66113,-232.14243,-230.43835,-228.54595,-226.46232,-224.18458,-221.70988,-219.03542,-216.15847,-213.07637000000003,-209.78656,-206.28657,-202.57409,-198.64695,-194.50315,-190.14091,-185.55869,-180.75522,-175.72951,-170.48096,-165.00933,-159.31483,-153.39817,-147.26058,-140.90391,-134.33069,-127.54413999999998,-120.54831,-113.34808999999998,-105.94934,-98.35889,-90.58467,-82.63574,-74.52237,-66.25607,-57.84967,-49.31731,-40.67451,-31.9381,-23.12628,-14.25849,-5.35542,3.56115,12.46844,21.34283,30.16003,38.89532,47.52373,56.02031,64.36036999999999,72.51973000000002,80.47501,88.20381,95.68499,102.89886,109.82735
